clean,corrupt,predict,corrupt_labels
"If Seychelles corresponds to Victoria, then Montserrat corresponds to","If Seychelles corresponds to Kyiv, then Montserrat corresponds to",Plymouth,Kyiv
"If Seychelles corresponds to Victoria, then Montserrat corresponds to","If Seychelles corresponds to Hanoi, then Montserrat corresponds to",Plymouth,Hanoi
"If Seychelles corresponds to Victoria, then Montserrat corresponds to","If Seychelles corresponds to Cardiff, then Montserrat corresponds to",Plymouth,Cardiff
"If Seychelles corresponds to Victoria, then Montserrat corresponds to","If Seychelles corresponds to Harare, then Montserrat corresponds to",Plymouth,Harare
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Kabul, then Macedonia corresponds to",Skopje,Kabul
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Luanda, then Macedonia corresponds to",Skopje,Luanda
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Vienna, then Macedonia corresponds to",Skopje,Vienna
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Baku, then Macedonia corresponds to",Skopje,Baku
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Manama, then Macedonia corresponds to",Skopje,Manama
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Brussels, then Macedonia corresponds to",Skopje,Brussels
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Sucre, then Macedonia corresponds to",Skopje,Sucre
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Ottawa, then Macedonia corresponds to",Skopje,Ottawa
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Santiago, then Macedonia corresponds to",Skopje,Santiago
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Beijing, then Macedonia corresponds to",Skopje,Beijing
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Moroni, then Macedonia corresponds to",Skopje,Moroni
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Copenhagen, then Macedonia corresponds to",Skopje,Copenhagen
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Roseau, then Macedonia corresponds to",Skopje,Roseau
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Cairo, then Macedonia corresponds to",Skopje,Cairo
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Suva, then Macedonia corresponds to",Skopje,Suva
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Berlin, then Macedonia corresponds to",Skopje,Berlin
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Accra, then Macedonia corresponds to",Skopje,Accra
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Athens, then Macedonia corresponds to",Skopje,Athens
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Nuuk, then Macedonia corresponds to",Skopje,Nuuk
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Georgetown, then Macedonia corresponds to",Skopje,Georgetown
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Budapest, then Macedonia corresponds to",Skopje,Budapest
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Baghdad, then Macedonia corresponds to",Skopje,Baghdad
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Dublin, then Macedonia corresponds to",Skopje,Dublin
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Jerusalem, then Macedonia corresponds to",Skopje,Jerusalem
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Rome, then Macedonia corresponds to",Skopje,Rome
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Kingston, then Macedonia corresponds to",Skopje,Kingston
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Tokyo, then Macedonia corresponds to",Skopje,Tokyo
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Amman, then Macedonia corresponds to",Skopje,Amman
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Astana, then Macedonia corresponds to",Skopje,Astana
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Riga, then Macedonia corresponds to",Skopje,Riga
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Malé, then Macedonia corresponds to",Skopje,Malé
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Monaco, then Macedonia corresponds to",Skopje,Monaco
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Maputo, then Macedonia corresponds to",Skopje,Maputo
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Yaren, then Macedonia corresponds to",Skopje,Yaren
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Amsterdam, then Macedonia corresponds to",Skopje,Amsterdam
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Managua, then Macedonia corresponds to",Skopje,Managua
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Oslo, then Macedonia corresponds to",Skopje,Oslo
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Muscat, then Macedonia corresponds to",Skopje,Muscat
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Islamabad, then Macedonia corresponds to",Skopje,Islamabad
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Jerusalem, then Macedonia corresponds to",Skopje,Jerusalem
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Lima, then Macedonia corresponds to",Skopje,Lima
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Manila, then Macedonia corresponds to",Skopje,Manila
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Doha, then Macedonia corresponds to",Skopje,Doha
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Moscow, then Macedonia corresponds to",Skopje,Moscow
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Apia, then Macedonia corresponds to",Skopje,Apia
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Edinburgh, then Macedonia corresponds to",Skopje,Edinburgh
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Belgrade, then Macedonia corresponds to",Skopje,Belgrade
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Victoria, then Macedonia corresponds to",Skopje,Victoria
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Madrid, then Macedonia corresponds to",Skopje,Madrid
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Stockholm, then Macedonia corresponds to",Skopje,Stockholm
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Damascus, then Macedonia corresponds to",Skopje,Damascus
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Kyiv, then Macedonia corresponds to",Skopje,Kyiv
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Hanoi, then Macedonia corresponds to",Skopje,Hanoi
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Cardiff, then Macedonia corresponds to",Skopje,Cardiff
"If Singapore corresponds to Singapore, then Macedonia corresponds to","If Singapore corresponds to Harare, then Macedonia corresponds to",Skopje,Harare
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Sukhumi, then Nauru corresponds to",Yaren,Sukhumi
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Oranjestad, then Nauru corresponds to",Yaren,Oranjestad
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Bridgetown, then Nauru corresponds to",Yaren,Bridgetown
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Thimphu, then Nauru corresponds to",Yaren,Thimphu
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Brasília, then Nauru corresponds to",Yaren,Brasília
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Bujumbura, then Nauru corresponds to",Yaren,Bujumbura
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Bogotá, then Nauru corresponds to",Yaren,Bogotá
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Willemstad, then Nauru corresponds to",Yaren,Willemstad
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Bishkek, then Nauru corresponds to",Yaren,Bishkek
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Vilnius, then Nauru corresponds to",Yaren,Vilnius
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Luxembourg, then Nauru corresponds to",Yaren,Luxembourg
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Lilongwe, then Nauru corresponds to",Yaren,Lilongwe
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Chisinau, then Nauru corresponds to",Yaren,Chisinau
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Kathmandu, then Nauru corresponds to",Yaren,Kathmandu
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Ngerulmud, then Nauru corresponds to",Yaren,Ngerulmud
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Ljubljana, then Nauru corresponds to",Yaren,Ljubljana
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Khartoum, then Nauru corresponds to",Yaren,Khartoum
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Dushanbe, then Nauru corresponds to",Yaren,Dushanbe
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Tiraspol, then Nauru corresponds to",Yaren,Tiraspol
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Ashgabat, then Nauru corresponds to",Yaren,Ashgabat
"If Slovakia corresponds to Bratislava, then Nauru corresponds to","If Slovakia corresponds to Tashkent, then Nauru corresponds to",Yaren,Tashkent
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Sukhumi, then France corresponds to",Paris,Sukhumi
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Oranjestad, then France corresponds to",Paris,Oranjestad
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Bridgetown, then France corresponds to",Paris,Bridgetown
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Thimphu, then France corresponds to",Paris,Thimphu
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Brasília, then France corresponds to",Paris,Brasília
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Bujumbura, then France corresponds to",Paris,Bujumbura
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Bogotá, then France corresponds to",Paris,Bogotá
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Willemstad, then France corresponds to",Paris,Willemstad
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Bishkek, then France corresponds to",Paris,Bishkek
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Vilnius, then France corresponds to",Paris,Vilnius
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Luxembourg, then France corresponds to",Paris,Luxembourg
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Lilongwe, then France corresponds to",Paris,Lilongwe
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Chisinau, then France corresponds to",Paris,Chisinau
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Kathmandu, then France corresponds to",Paris,Kathmandu
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Ngerulmud, then France corresponds to",Paris,Ngerulmud
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Bratislava, then France corresponds to",Paris,Bratislava
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Khartoum, then France corresponds to",Paris,Khartoum
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Dushanbe, then France corresponds to",Paris,Dushanbe
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Tiraspol, then France corresponds to",Paris,Tiraspol
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Ashgabat, then France corresponds to",Paris,Ashgabat
"If Slovenia corresponds to Ljubljana, then France corresponds to","If Slovenia corresponds to Tashkent, then France corresponds to",Paris,Tashkent
"If Somalia corresponds to Mogadishu, then Peru corresponds to","If Somalia corresponds to Djibouti, then Peru corresponds to",Lima,Djibouti
"If Somalia corresponds to Mogadishu, then Peru corresponds to","If Somalia corresponds to Hagåtña, then Peru corresponds to",Lima,Hagåtña
"If Somalia corresponds to Mogadishu, then Peru corresponds to","If Somalia corresponds to Reykjavík, then Peru corresponds to",Lima,Reykjavík
"If Somalia corresponds to Mogadishu, then Peru corresponds to","If Somalia corresponds to Antananarivo, then Peru corresponds to",Lima,Antananarivo
"If Somalia corresponds to Mogadishu, then Peru corresponds to","If Somalia corresponds to Nouakchott, then Peru corresponds to",Lima,Nouakchott
"If Somalia corresponds to Mogadishu, then Peru corresponds to","If Somalia corresponds to Ulaanbaatar, then Peru corresponds to",Lima,Ulaanbaatar
"If Somalia corresponds to Mogadishu, then Peru corresponds to","If Somalia corresponds to Naypyidaw, then Peru corresponds to",Lima,Naypyidaw
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Tirana, then Kosovo corresponds to",Pristina,Tirana
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Algiers, then Kosovo corresponds to",Pristina,Algiers
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Yerevan, then Kosovo corresponds to",Pristina,Yerevan
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Canberra, then Kosovo corresponds to",Pristina,Canberra
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Nassau, then Kosovo corresponds to",Pristina,Nassau
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Dhaka, then Kosovo corresponds to",Pristina,Dhaka
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Minsk, then Kosovo corresponds to",Pristina,Minsk
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Belmopan, then Kosovo corresponds to",Pristina,Belmopan
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Gaborone, then Kosovo corresponds to",Pristina,Gaborone
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Sofia, then Kosovo corresponds to",Pristina,Sofia
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Yaoundé, then Kosovo corresponds to",Pristina,Yaoundé
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Zagreb, then Kosovo corresponds to",Pristina,Zagreb
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Havana, then Kosovo corresponds to",Pristina,Havana
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Quito, then Kosovo corresponds to",Pristina,Quito
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Asmara, then Kosovo corresponds to",Pristina,Asmara
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Tallinn, then Kosovo corresponds to",Pristina,Tallinn
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Helsinki, then Kosovo corresponds to",Pristina,Helsinki
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Libreville, then Kosovo corresponds to",Pristina,Libreville
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Banjul, then Kosovo corresponds to",Pristina,Banjul
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Tbilisi, then Kosovo corresponds to",Pristina,Tbilisi
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Gibraltar, then Kosovo corresponds to",Pristina,Gibraltar
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Conakry, then Kosovo corresponds to",Pristina,Conakry
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Jakarta, then Kosovo corresponds to",Pristina,Jakarta
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Tehran, then Kosovo corresponds to",Pristina,Tehran
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Nairobi, then Kosovo corresponds to",Pristina,Nairobi
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Tarawa, then Kosovo corresponds to",Pristina,Tarawa
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Pristina, then Kosovo corresponds to",Pristina,Pristina
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Vientiane, then Kosovo corresponds to",Pristina,Vientiane
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Beirut, then Kosovo corresponds to",Pristina,Beirut
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Maseru, then Kosovo corresponds to",Pristina,Maseru
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Monrovia, then Kosovo corresponds to",Pristina,Monrovia
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Tripoli, then Kosovo corresponds to",Pristina,Tripoli
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Vaduz, then Kosovo corresponds to",Pristina,Vaduz
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Skopje, then Kosovo corresponds to",Pristina,Skopje
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Bamako, then Kosovo corresponds to",Pristina,Bamako
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Valletta, then Kosovo corresponds to",Pristina,Valletta
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Podgorica, then Kosovo corresponds to",Pristina,Podgorica
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Plymouth, then Kosovo corresponds to",Pristina,Plymouth
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Rabat, then Kosovo corresponds to",Pristina,Rabat
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Windhoek, then Kosovo corresponds to",Pristina,Windhoek
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Niamey, then Kosovo corresponds to",Pristina,Niamey
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Abuja, then Kosovo corresponds to",Pristina,Abuja
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Alofi, then Kosovo corresponds to",Pristina,Alofi
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Asunción, then Kosovo corresponds to",Pristina,Asunción
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Warsaw, then Kosovo corresponds to",Pristina,Warsaw
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Lisbon, then Kosovo corresponds to",Pristina,Lisbon
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Bucharest, then Kosovo corresponds to",Pristina,Bucharest
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Kigali, then Kosovo corresponds to",Pristina,Kigali
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Dakar, then Kosovo corresponds to",Pristina,Dakar
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Paramaribo, then Kosovo corresponds to",Pristina,Paramaribo
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Dodoma, then Kosovo corresponds to",Pristina,Dodoma
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Bangkok, then Kosovo corresponds to",Pristina,Bangkok
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Lomé, then Kosovo corresponds to",Pristina,Lomé
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Tunis, then Kosovo corresponds to",Pristina,Tunis
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Ankara, then Kosovo corresponds to",Pristina,Ankara
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Funafuti, then Kosovo corresponds to",Pristina,Funafuti
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Kampala, then Kosovo corresponds to",Pristina,Kampala
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Montevideo, then Kosovo corresponds to",Pristina,Montevideo
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Caracas, then Kosovo corresponds to",Pristina,Caracas
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Sanaá, then Kosovo corresponds to",Pristina,Sanaá
"If Somaliland corresponds to Hargeisa, then Kosovo corresponds to","If Somaliland corresponds to Lusaka, then Kosovo corresponds to",Pristina,Lusaka
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Kabul, then Moldova corresponds to",Chisinau,Kabul
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Luanda, then Moldova corresponds to",Chisinau,Luanda
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Vienna, then Moldova corresponds to",Chisinau,Vienna
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Baku, then Moldova corresponds to",Chisinau,Baku
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Manama, then Moldova corresponds to",Chisinau,Manama
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Brussels, then Moldova corresponds to",Chisinau,Brussels
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Sucre, then Moldova corresponds to",Chisinau,Sucre
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Ottawa, then Moldova corresponds to",Chisinau,Ottawa
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Santiago, then Moldova corresponds to",Chisinau,Santiago
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Beijing, then Moldova corresponds to",Chisinau,Beijing
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Moroni, then Moldova corresponds to",Chisinau,Moroni
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Copenhagen, then Moldova corresponds to",Chisinau,Copenhagen
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Roseau, then Moldova corresponds to",Chisinau,Roseau
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Cairo, then Moldova corresponds to",Chisinau,Cairo
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Suva, then Moldova corresponds to",Chisinau,Suva
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Berlin, then Moldova corresponds to",Chisinau,Berlin
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Accra, then Moldova corresponds to",Chisinau,Accra
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Athens, then Moldova corresponds to",Chisinau,Athens
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Nuuk, then Moldova corresponds to",Chisinau,Nuuk
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Georgetown, then Moldova corresponds to",Chisinau,Georgetown
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Budapest, then Moldova corresponds to",Chisinau,Budapest
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Baghdad, then Moldova corresponds to",Chisinau,Baghdad
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Dublin, then Moldova corresponds to",Chisinau,Dublin
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Jerusalem, then Moldova corresponds to",Chisinau,Jerusalem
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Rome, then Moldova corresponds to",Chisinau,Rome
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Kingston, then Moldova corresponds to",Chisinau,Kingston
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Tokyo, then Moldova corresponds to",Chisinau,Tokyo
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Amman, then Moldova corresponds to",Chisinau,Amman
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Astana, then Moldova corresponds to",Chisinau,Astana
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Riga, then Moldova corresponds to",Chisinau,Riga
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Malé, then Moldova corresponds to",Chisinau,Malé
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Monaco, then Moldova corresponds to",Chisinau,Monaco
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Maputo, then Moldova corresponds to",Chisinau,Maputo
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Yaren, then Moldova corresponds to",Chisinau,Yaren
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Amsterdam, then Moldova corresponds to",Chisinau,Amsterdam
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Managua, then Moldova corresponds to",Chisinau,Managua
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Oslo, then Moldova corresponds to",Chisinau,Oslo
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Muscat, then Moldova corresponds to",Chisinau,Muscat
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Islamabad, then Moldova corresponds to",Chisinau,Islamabad
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Jerusalem, then Moldova corresponds to",Chisinau,Jerusalem
"If Spain corresponds to Madrid, then Moldova corresponds to","If Spain corresponds to Lima, then Moldova corresponds to",Chisinau,Lima
